eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,eDbV2XPtType,usV2xGroupId,unTotalPacketCrc32
eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,eDbV2XPtType,usV2xGroupId,unTotalPacketCrc32
1,31,20120002,2024080615252319309,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252319309,0,5915,20,20,0,0,100,37.412380,127.099128,81.578688,1058,58,24,62,0,0,0x3c001a9d
1,31,20120002,2024080615252329323,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252329323,0,5915,20,20,0,0,100,37.412376,127.099136,81.525072,1059,59,24,62,0,0,0x875ce81c
1,31,20120002,2024080615252339333,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252339333,0,5915,20,20,0,0,100,37.412372,127.099144,81.464504,1060,60,24,62,0,0,0x7bf2f728
1,31,20120002,2024080615252349346,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252349346,0,5915,20,20,0,0,100,37.412368,127.099152,81.397368,1061,61,24,62,0,0,0x8e683439
1,31,20120002,2024080615252359358,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252359358,0,5915,20,20,0,0,100,37.412364,127.099160,81.327848,1062,62,27,62,0,0,0x7d1dfc20
1,31,20120002,2024080615252369370,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252369370,0,5915,20,20,0,0,100,37.412360,127.099160,81.266104,1063,63,27,62,0,0,0x91120456
1,31,20120002,2024080615252379386,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252379386,0,5915,20,20,0,0,100,37.412356,127.099168,81.209264,1064,64,27,62,0,0,0xefa624a9
1,31,20120002,2024080615252389397,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252389397,0,5915,20,20,0,0,100,37.412356,127.099176,81.159984,1065,65,27,62,0,0,0x172991db
1,31,20120002,2024080615252399410,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252399410,0,5915,20,20,0,0,100,37.412352,127.099184,81.105440,1066,66,27,63,0,0,0xcc665a4
1,31,20120002,2024080615252409423,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252409423,0,5915,20,20,0,0,100,37.412348,127.099192,81.048696,1067,67,27,63,0,0,0x6d0b2724
1,31,20120002,2024080615252419435,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252419435,0,5915,20,20,0,0,100,37.412344,127.099200,80.994016,1068,68,27,63,0,0,0x7f182ea0
1,31,20120002,2024080615252429448,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252429448,0,5915,20,20,0,0,100,37.412344,127.099208,80.935720,1069,69,27,63,0,0,0xbcc432d4
1,31,20120002,2024080615252439459,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252439459,0,5915,20,20,0,0,100,37.412344,127.099216,80.880664,1070,70,27,63,0,0,0xc60110dd
1,31,20120002,2024080615252449470,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252449470,0,5915,20,20,0,0,100,37.412340,127.099216,80.825016,1071,71,27,63,0,0,0x6b7de314
1,31,20120002,2024080615252459481,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252459481,0,5915,20,20,0,0,100,37.412336,127.099224,80.773040,1072,72,23,63,0,0,0x843c04bc
1,31,20120002,2024080615252469492,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252469492,0,5915,20,20,0,0,100,37.412332,127.099224,80.720472,1073,73,23,63,0,0,0x673a4e48
1,31,20120002,2024080615252479502,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252479502,0,5915,20,20,0,0,100,37.412332,127.099232,80.672784,1074,74,23,63,0,0,0x38cb69a
1,31,20120002,2024080615252489514,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252489514,0,5915,20,20,0,0,100,37.412328,127.099240,80.625504,1075,75,23,63,0,0,0x2d7651c2
1,31,20120002,2024080615252499526,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252499526,0,5915,20,20,0,0,100,37.412324,127.099248,80.570064,1076,76,23,63,0,0,0x953aad3e
1,31,20120002,2024080615252509537,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252509537,0,5915,20,20,0,0,100,37.412320,127.099248,80.516064,1077,77,23,63,0,0,0x239f6bb0
1,31,20120002,2024080615252519548,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252519548,0,5915,20,20,0,0,100,37.412316,127.099256,80.459048,1078,78,23,64,0,0,0xc4434dff
1,31,20120002,2024080615252529561,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252529561,0,5915,20,20,0,0,100,37.412316,127.099264,80.411000,1079,79,23,64,0,0,0x49c902b0
1,31,20120002,2024080615252539573,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252539573,0,5915,20,20,0,0,100,37.412312,127.099272,80.366088,1080,80,23,64,0,0,0x93cac4ec
1,31,20120002,2024080615252549586,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252549586,0,5915,20,20,0,0,100,37.412308,127.099280,80.312288,1081,81,23,64,0,0,0xecf28042
1,31,20120002,2024080615252559599,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252559599,0,5915,20,20,0,0,100,37.412308,127.099280,80.262072,1082,82,24,64,0,0,0x6e2eee9c
1,31,20120002,2024080615252569613,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252569613,0,5915,20,20,0,0,100,37.412304,127.099288,80.205816,1083,83,24,65,0,0,0x9325b20d
1,31,20120002,2024080615252579625,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252579625,0,5915,20,20,0,0,100,37.412300,127.099296,80.149272,1084,84,24,65,0,0,0xe0ea57fb
1,31,20120002,2024080615252589637,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252589637,0,5915,20,20,0,0,100,37.412296,127.099304,80.093136,1085,85,24,65,0,0,0x7f5013d0
1,31,20120002,2024080615252599649,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252599649,0,5915,20,20,0,0,100,37.412296,127.099312,80.033616,1086,86,24,65,0,0,0x6f1e67b2
1,31,20120002,2024080615252609662,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252609662,0,5915,20,20,0,0,100,37.412292,127.099312,79.974928,1087,87,24,65,0,0,0x12e5c437
1,31,20120002,2024080615252619673,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252619673,0,5915,20,20,0,0,100,37.412292,127.099320,79.906848,1088,88,24,66,0,0,0x847190b0
1,31,20120002,2024080615252629684,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252629684,0,5915,20,20,0,0,100,37.412288,127.099328,79.846808,1089,89,24,66,0,0,0x3e275acc
1,31,20120002,2024080615252639696,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252639696,0,5915,20,20,0,0,100,37.412284,127.099336,79.790120,1090,90,24,66,0,0,0x58f571c4
1,31,20120002,2024080615252649708,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252649708,0,5915,20,20,0,0,100,37.412284,127.099344,79.727936,1091,91,24,66,0,0,0xb580a387
1,31,20120002,2024080615252659720,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252659720,0,5915,20,20,0,0,100,37.412280,127.099344,79.673984,1092,92,22,66,0,0,0x177109bc
1,31,20120002,2024080615252669735,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252669735,0,5915,20,20,0,0,100,37.412280,127.099352,79.609920,1093,93,22,66,0,0,0x58bd8029
1,31,20120002,2024080615252679749,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252679749,0,5915,20,20,0,0,100,37.412276,127.099360,79.548576,1094,94,22,66,0,0,0x74f803ee
1,31,20120002,2024080615252689761,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252689761,0,5915,20,20,0,0,100,37.412276,127.099360,79.494208,1095,95,22,66,0,0,0x6106bc8c
1,31,20120002,2024080615252699774,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252699774,0,5915,20,20,0,0,100,37.412272,127.099368,79.433328,1096,96,22,66,0,0,0xb35968f3
1,31,20120002,2024080615252709788,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252709788,0,5915,20,20,0,0,100,37.412272,127.099376,79.379136,1097,97,22,66,0,0,0xf2a15e58
1,31,20120002,2024080615252719801,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252719801,0,5915,20,20,0,0,100,37.412268,127.099376,79.324704,1098,98,22,67,0,0,0x32fa2e50
1,31,20120002,2024080615252729815,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252729815,0,5915,20,20,0,0,100,37.412268,127.099384,79.271416,1099,99,22,67,0,0,0xab4f06b0
1,31,20120002,2024080615252739828,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252739828,0,5915,20,20,0,0,100,37.412264,127.099392,79.227464,1100,100,22,67,0,0,0x2700de1e
1,31,20120002,2024080615252749842,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252749842,0,5915,20,20,0,0,100,37.412264,127.099392,79.169840,1101,1,22,67,0,0,0x718e779c
1,31,20120002,2024080615252759856,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252759856,0,5915,20,20,0,0,100,37.412260,127.099392,79.125944,1102,2,17,67,0,0,0x658289c6
1,31,20120002,2024080615252769870,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252769870,0,5915,20,20,0,0,100,37.412260,127.099392,79.087568,1103,3,17,67,0,0,0x557d2b25
1,31,20120002,2024080615252779884,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252779884,0,5915,20,20,0,0,100,37.412260,127.099400,79.053016,1104,4,17,67,0,0,0x8aa98018
1,31,20120002,2024080615252789896,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252789896,0,5915,20,20,0,0,100,37.412260,127.099400,79.013256,1105,5,17,67,0,0,0x44057b9b
1,31,20120002,2024080615252799909,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252799909,0,5915,20,20,0,0,100,37.412260,127.099408,78.960040,1106,6,17,67,0,0,0xae242606
1,31,20120002,2024080615252809923,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252809923,0,5915,20,20,0,0,100,37.412256,127.099408,78.911976,1107,7,17,67,0,0,0x9134102b
1,31,20120002,2024080615252819936,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252819936,0,5915,20,20,0,0,100,37.412256,127.099416,78.875568,1108,8,17,67,0,0,0x945a7e28
1,31,20120002,2024080615252829948,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252829948,0,5915,20,20,0,0,100,37.412256,127.099416,78.844600,1109,9,17,67,0,0,0xd97432a1
1,31,20120002,2024080615252839960,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252839960,0,5915,20,20,0,0,100,37.412256,127.099424,78.810920,1110,10,17,67,0,0,0x5162cc01
1,31,20120002,2024080615252849974,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252849974,0,5915,20,20,0,0,100,37.412252,127.099424,78.769864,1111,11,17,67,0,0,0x5b9d450a
1,31,20120002,2024080615252859987,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252859987,0,5915,20,20,0,0,100,37.412252,127.099424,78.732016,1112,12,11,67,0,0,0x592f4afe
1,31,20120002,2024080615252870000,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252870000,0,5915,20,20,0,0,100,37.412252,127.099432,78.695504,1113,13,11,67,0,0,0x337a7b8b
1,31,20120002,2024080615252880015,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252880015,0,5915,20,20,0,0,100,37.412252,127.099432,78.666856,1114,14,11,67,0,0,0x902dcaeb
1,31,20120002,2024080615252890028,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252890028,0,5915,20,20,0,0,100,37.412248,127.099432,78.633288,1115,15,11,67,0,0,0x47aed7b6
1,31,20120002,2024080615252900042,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252900042,0,5915,20,20,0,0,100,37.412248,127.099432,78.601872,1116,16,11,67,0,0,0x1ea1eec2
1,31,20120002,2024080615252910055,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252910055,0,5915,20,20,0,0,100,37.412248,127.099440,78.572528,1117,17,11,67,0,0,0x5fb11414
1,31,20120002,2024080615252920069,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252920069,0,5915,20,20,0,0,100,37.412248,127.099440,78.547184,1118,18,11,67,0,0,0xdcb1c22c
1,31,20120002,2024080615252930082,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252930082,0,5915,20,20,0,0,100,37.412248,127.099440,78.522336,1119,19,11,67,0,0,0x180e7342
1,31,20120002,2024080615252940094,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252940094,0,5915,20,20,0,0,100,37.412248,127.099440,78.497728,1120,20,11,67,0,0,0x23d331c2
1,31,20120002,2024080615252950105,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252950105,0,5915,20,20,0,0,100,37.412248,127.099448,78.473400,1121,21,11,67,0,0,0x5813e6f5
1,31,20120002,2024080615252960118,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252960118,0,5915,20,20,0,0,100,37.412244,127.099448,78.451872,1122,22,7,67,0,0,0x3ff1e877
1,31,20120002,2024080615252970131,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252970131,0,5915,20,20,0,0,100,37.412244,127.099448,78.427264,1123,23,7,66,0,0,0x995f3ba0
1,31,20120002,2024080615252980142,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252980142,0,5915,20,20,0,0,100,37.412244,127.099448,78.405224,1124,24,7,66,0,0,0xc1b555ac
1,31,20120002,2024080615252990155,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615252990155,0,5915,20,20,0,0,100,37.412244,127.099448,78.386192,1125,25,7,66,0,0,0xfa2ce75d
1,31,20120002,2024080615253000169,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253000169,0,5915,20,20,0,0,100,37.412244,127.099448,78.365448,1126,26,7,66,0,0,0x7c8547ea
1,31,20120002,2024080615253010183,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253010183,0,5915,20,20,0,0,100,37.412244,127.099456,78.345536,1127,27,7,66,0,0,0xfda5a051
1,31,20120002,2024080615253020198,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253020198,0,5915,20,20,0,0,100,37.412244,127.099456,78.329664,1128,28,7,66,0,0,0xa7d9353f
1,31,20120002,2024080615253030213,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253030213,0,5915,20,20,0,0,100,37.412244,127.099456,78.310768,1129,29,7,66,0,0,0x5e657b6
1,31,20120002,2024080615253040226,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253040226,0,5915,20,20,0,0,100,37.412244,127.099456,78.294824,1130,30,7,66,0,0,0xf7b8fa91
1,31,20120002,2024080615253050240,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253050240,0,5915,20,20,0,0,100,37.412244,127.099456,78.276552,1131,31,7,66,0,0,0x6387b610
1,31,20120002,2024080615253060255,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253060255,0,5915,20,20,0,0,100,37.412244,127.099456,78.258560,1132,32,3,66,0,0,0x3c7a659c
1,31,20120002,2024080615253070270,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253070270,0,5915,20,20,0,0,100,37.412244,127.099456,78.242376,1133,33,3,66,0,0,0xd9adaf8b
1,31,20120002,2024080615253080284,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253080284,0,5915,20,20,0,0,100,37.412240,127.099456,78.226784,1134,34,3,65,0,0,0x58a540d3
1,31,20120002,2024080615253090298,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253090298,0,5915,20,20,0,0,100,37.412240,127.099456,78.215424,1135,35,3,65,0,0,0xe152ab25
1,31,20120002,2024080615253100312,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253100312,0,5915,20,20,0,0,100,37.412240,127.099456,78.200224,1136,36,3,65,0,0,0x7b4c72e4
1,31,20120002,2024080615253110326,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253110326,0,5915,20,20,0,0,100,37.412240,127.099464,78.185824,1137,37,3,65,0,0,0x2fcabf5b
1,31,20120002,2024080615253120338,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253120338,0,5915,20,20,0,0,100,37.412240,127.099464,78.171928,1138,38,3,65,0,0,0xfd613eff
1,31,20120002,2024080615253130352,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253130352,0,5915,20,20,0,0,100,37.412240,127.099464,78.160552,1139,39,3,65,0,0,0x452bbe5c
1,31,20120002,2024080615253140366,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253140366,0,5915,20,20,0,0,100,37.412240,127.099464,78.146912,1140,40,3,65,0,0,0x48fa8879
1,31,20120002,2024080615253150379,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253150379,0,5915,20,20,0,0,100,37.412240,127.099464,78.133008,1141,41,3,65,0,0,0x4337b2d7
1,31,20120002,2024080615253160393,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253160393,0,5915,20,20,0,0,100,37.412240,127.099464,78.122920,1142,42,3,65,0,0,0x8527f471
1,31,20120002,2024080615253170409,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253170409,0,5915,20,20,0,0,100,37.412240,127.099464,78.109592,1143,43,3,65,0,0,0x87ce44a5
1,31,20120002,2024080615253180423,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253180423,0,5915,20,20,0,0,100,37.412240,127.099464,78.099048,1144,44,3,65,0,0,0xc88ebca1
1,31,20120002,2024080615253190437,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253190437,0,5915,20,20,0,0,100,37.412240,127.099464,78.090104,1145,45,3,65,0,0,0x17587887
1,31,20120002,2024080615253200452,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253200452,0,5915,20,20,0,0,100,37.412240,127.099464,78.082248,1146,46,3,64,0,0,0x17fcd046
1,31,20120002,2024080615253210466,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253210466,0,5915,20,20,0,0,100,37.412240,127.099464,78.074488,1147,47,3,64,0,0,0xef97c5c7
1,31,20120002,2024080615253220480,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253220480,0,5915,20,20,0,0,100,37.412240,127.099464,78.064520,1148,48,3,64,0,0,0x8c427b95
1,31,20120002,2024080615253230494,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253230494,0,5915,20,20,0,0,100,37.412240,127.099464,78.057976,1149,49,3,64,0,0,0xf5947837
1,31,20120002,2024080615253240509,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253240509,0,5915,20,20,0,0,100,37.412240,127.099464,78.050976,1150,50,3,64,0,0,0xaef9136e
1,31,20120002,2024080615253250523,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253250523,0,5915,20,20,0,0,100,37.412240,127.099464,78.043536,1151,51,3,64,0,0,0x523e76ac
1,31,20120002,2024080615253260538,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253260538,0,5915,20,20,0,0,100,37.412240,127.099464,78.039120,1152,52,3,64,0,0,0x6aca1ab6
1,31,20120002,2024080615253270549,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253270549,0,5915,20,20,0,0,100,37.412240,127.099464,78.030608,1153,53,3,64,0,0,0x83c271cb
1,31,20120002,2024080615253280562,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253280562,0,5915,20,20,0,0,100,37.412240,127.099464,78.026504,1154,54,3,64,0,0,0x8eaa03b6
1,31,20120002,2024080615253290575,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253290575,0,5915,20,20,0,0,100,37.412240,127.099464,78.021288,1155,55,3,64,0,0,0x4210a982
1,31,20120002,2024080615253300588,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253300588,0,5915,20,20,0,0,100,37.412240,127.099464,78.016440,1156,56,3,64,0,0,0xaaf3304f
1,31,20120002,2024080615253310601,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253310601,0,5915,20,20,0,0,100,37.412240,127.099464,78.013400,1157,57,3,64,0,0,0x9471f716
1,31,20120002,2024080615253320613,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253320613,0,5915,20,20,0,0,100,37.412240,127.099464,78.008296,1158,58,3,64,0,0,0xc9ec8bac
1,31,20120002,2024080615253330625,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253330625,0,5915,20,20,0,0,100,37.412240,127.099464,78.005568,1159,59,3,64,0,0,0xf7144b2d
1,31,20120002,2024080615253340638,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253340638,0,5915,20,20,0,0,100,37.412240,127.099464,78.002144,1160,60,3,64,0,0,0x5f676b19
1,31,20120002,2024080615253350650,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253350650,0,5915,20,20,0,0,100,37.412240,127.099464,77.998936,1161,61,3,64,0,0,0x399b6886
1,31,20120002,2024080615253360663,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253360663,0,5915,20,20,0,0,100,37.412240,127.099464,77.995448,1162,62,0,64,0,0,0x63d3672b
1,31,20120002,2024080615253370675,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253370675,0,5915,20,20,0,0,100,37.412240,127.099464,77.992344,1163,63,0,64,0,0,0x43daa9dd
1,31,20120002,2024080615253380687,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253380687,0,5915,20,20,0,0,100,37.412240,127.099464,77.991160,1164,64,0,64,0,0,0x9f8f9de1
1,31,20120002,2024080615253390699,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253390699,0,5915,20,20,0,0,100,37.412240,127.099464,77.990040,1165,65,0,64,0,0,0xfe6f1117
1,31,20120002,2024080615253400711,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253400711,0,5915,20,20,0,0,100,37.412240,127.099464,77.989816,1166,66,0,64,0,0,0xc860e95b
1,31,20120002,2024080615253410723,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253410723,0,5915,20,20,0,0,100,37.412240,127.099464,77.990152,1167,67,0,64,0,0,0x831a7c05
1,31,20120002,2024080615253420736,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253420736,0,5915,20,20,0,0,100,37.412240,127.099464,77.988728,1168,68,0,64,0,0,0xc9c09959
1,31,20120002,2024080615253430748,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253430748,0,5915,20,20,0,0,100,37.412240,127.099464,77.988504,1169,69,0,64,0,0,0x3e953b08
1,31,20120002,2024080615253440760,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253440760,0,5915,20,20,0,0,100,37.412240,127.099464,77.988104,1170,70,0,64,0,0,0x9d2a4a64
1,31,20120002,2024080615253450773,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253450773,0,5915,20,20,0,0,100,37.412240,127.099464,77.986536,1171,71,0,64,0,0,0xef3cffc0
1,31,20120002,2024080615253460788,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253460788,0,5915,20,20,0,0,100,37.412240,127.099464,77.987848,1172,72,0,64,0,0,0x38b98456
1,31,20120002,2024080615253470806,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253470806,0,5915,20,20,0,0,100,37.412240,127.099464,77.986216,1173,73,0,64,0,0,0xc2fcf6a3
1,31,20120002,2024080615253480821,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253480821,0,5915,20,20,0,0,100,37.412240,127.099464,77.985744,1174,74,0,64,0,0,0xf73749ce
1,31,20120002,2024080615253490835,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253490835,0,5915,20,20,0,0,100,37.412240,127.099464,77.984648,1175,75,0,64,0,0,0x46f8d8a
1,31,20120002,2024080615253500850,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253500850,0,5915,20,20,0,0,100,37.412240,127.099464,77.984752,1176,76,0,64,0,0,0x64af010c
1,31,20120002,2024080615253510863,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253510863,0,5915,20,20,0,0,100,37.412240,127.099464,77.985160,1177,77,0,64,0,0,0xfd9ddb1e
1,31,20120002,2024080615253520877,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253520877,0,5915,20,20,0,0,100,37.412240,127.099464,77.984312,1178,78,0,64,0,0,0xceec46a6
1,31,20120002,2024080615253530891,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253530891,0,5915,20,20,0,0,100,37.412240,127.099464,77.985672,1179,79,0,64,0,0,0x77772763
1,31,20120002,2024080615253540905,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253540905,0,5915,20,20,0,0,100,37.412240,127.099464,77.988504,1180,80,0,64,0,0,0xec3c2a83
1,31,20120002,2024080615253550920,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253550920,0,5915,20,20,0,0,100,37.412240,127.099464,77.988984,1181,81,0,64,0,0,0x1f1342a9
1,31,20120002,2024080615253560934,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253560934,0,5915,20,20,0,0,100,37.412240,127.099464,77.991256,1182,82,0,64,0,0,0xbeac8f27
1,31,20120002,2024080615253570949,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253570949,0,5915,20,20,0,0,100,37.412240,127.099464,77.991400,1183,83,0,64,0,0,0x4803c990
1,31,20120002,2024080615253580964,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253580964,0,5915,20,20,0,0,100,37.412240,127.099464,77.992528,1184,84,0,64,0,0,0x3160fa88
1,31,20120002,2024080615253590979,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253590979,0,5915,20,20,0,0,100,37.412240,127.099464,77.993416,1185,85,0,64,0,0,0xb07269c8
1,31,20120002,2024080615253600993,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253600993,0,5915,20,20,0,0,100,37.412240,127.099464,77.993432,1186,86,0,64,0,0,0x248925f9
1,31,20120002,2024080615253611008,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615253611008,0,5915,20,20,0,0,100,37.412240,127.099464,77.994928,1187,87,0,64,0,0,0xa0e66e41
