eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,eDbV2XPtType,usV2xGroupId,unTotalPacketCrc32
eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,eDbV2XPtType,usV2xGroupId,unTotalPacketCrc32
1,31,20120002,2024080615234566284,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234566284,0,5915,20,20,0,0,100,37.411728,127.095224,100.112560,84,84,23,147,0,0,0xb12cffa4
1,31,20120002,2024080615234576298,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234576298,0,5915,20,20,0,0,100,37.411732,127.095224,100.131336,85,85,23,146,0,0,0x2e45157d
1,31,20120002,2024080615234586310,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234586310,0,5915,20,20,0,0,100,37.411736,127.095232,100.145888,86,86,23,146,0,0,0xc877f26e
1,31,20120002,2024080615234596322,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234596322,0,5915,20,20,0,0,100,37.411740,127.095240,100.166320,87,87,23,146,0,0,0x7c719d0a
1,31,20120002,2024080615234606333,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234606333,0,5915,20,20,0,0,100,37.411744,127.095240,100.180024,88,88,23,146,0,0,0xede96354
1,31,20120002,2024080615234616345,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234616345,0,5915,20,20,0,0,100,37.411748,127.095248,100.193160,89,89,23,146,0,0,0x531a83a4
1,31,20120002,2024080615234626357,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234626357,0,5915,20,20,0,0,100,37.411752,127.095248,100.208424,90,90,23,146,0,0,0xaf2ded91
1,31,20120002,2024080615234636370,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234636370,0,5915,20,20,0,0,100,37.411756,127.095256,100.222408,91,91,23,146,0,0,0xb61b0e11
1,31,20120002,2024080615234646382,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234646382,0,5915,20,20,0,0,100,37.411760,127.095264,100.237648,92,92,22,146,0,0,0x28530666
1,31,20120002,2024080615234656397,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234656397,0,5915,20,20,0,0,100,37.411760,127.095264,100.254104,93,93,22,146,0,0,0xa0868e0b
1,31,20120002,2024080615234666410,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234666410,0,5915,20,20,0,0,100,37.411764,127.095272,100.267472,94,94,22,145,0,0,0x66c72c3f
1,31,20120002,2024080615234676424,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234676424,0,5915,20,20,0,0,100,37.411768,127.095272,100.280776,95,95,22,145,0,0,0xeb3357f8
1,31,20120002,2024080615234686438,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234686438,0,5915,20,20,0,0,100,37.411768,127.095272,100.294616,96,96,22,145,0,0,0xbf9cb122
1,31,20120002,2024080615234696451,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234696451,0,5915,20,20,0,0,100,37.411772,127.095272,100.313184,97,97,22,145,0,0,0x1535dd22
1,31,20120002,2024080615234706465,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234706465,0,5915,20,20,0,0,100,37.411776,127.095280,100.332752,98,98,22,145,0,0,0x566a91a7
1,31,20120002,2024080615234716475,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234716475,0,5915,20,20,0,0,100,37.411780,127.095280,100.348136,99,99,22,145,0,0,0x5b395a75
1,31,20120002,2024080615234726485,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234726485,0,5915,20,20,0,0,100,37.411780,127.095288,100.366272,100,100,22,145,0,0,0xed5d4224
1,31,20120002,2024080615234736500,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234736500,0,5915,20,20,0,0,100,37.411784,127.095288,100.381176,101,1,22,145,0,0,0xed1ae6db
1,31,20120002,2024080615234746515,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234746515,0,5915,20,20,0,0,100,37.411788,127.095296,100.394872,102,2,15,145,0,0,0xdc8e8104
1,31,20120002,2024080615234756530,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234756530,0,5915,20,20,0,0,100,37.411792,127.095296,100.406704,103,3,15,145,0,0,0xd879635c
1,31,20120002,2024080615234766544,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234766544,0,5915,20,20,0,0,100,37.411792,127.095304,100.422672,104,4,15,145,0,0,0x741a07fa
1,31,20120002,2024080615234776558,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234776558,0,5915,20,20,0,0,100,37.411796,127.095304,100.438488,105,5,15,144,0,0,0x91eb8ebe
1,31,20120002,2024080615234786572,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234786572,0,5915,20,20,0,0,100,37.411800,127.095312,100.447496,106,6,15,144,0,0,0x6d6b9b6d
1,31,20120002,2024080615234796584,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234796584,0,5915,20,20,0,0,100,37.411800,127.095312,100.457216,107,7,15,144,0,0,0xc22abc0b
1,31,20120002,2024080615234806599,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234806599,0,5915,20,20,0,0,100,37.411804,127.095320,100.462896,108,8,15,144,0,0,0xe02d6ec
1,31,20120002,2024080615234816613,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234816613,0,5915,20,20,0,0,100,37.411808,127.095320,100.473880,109,9,15,144,0,0,0xbbd85c2f
1,31,20120002,2024080615234826626,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234826626,0,5915,20,20,0,0,100,37.411812,127.095328,100.483984,110,10,15,144,0,0,0x5296123
1,31,20120002,2024080615234836639,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234836639,0,5915,20,20,0,0,100,37.411812,127.095328,100.490088,111,11,15,144,0,0,0x84f4e78e
1,31,20120002,2024080615234846652,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234846652,0,5915,20,20,0,0,100,37.411816,127.095328,100.502008,112,12,16,144,0,0,0xb24069ee
1,31,20120002,2024080615234856665,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234856665,0,5915,20,20,0,0,100,37.411816,127.095336,100.508872,113,13,16,144,0,0,0xd12abe38
1,31,20120002,2024080615234866678,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234866678,0,5915,20,20,0,0,100,37.411820,127.095336,100.519664,114,14,16,144,0,0,0xa4179645
1,31,20120002,2024080615234876690,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234876690,0,5915,20,20,0,0,100,37.411820,127.095344,100.529448,115,15,16,144,0,0,0x16c79f3b
1,31,20120002,2024080615234886703,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234886703,0,5915,20,20,0,0,100,37.411824,127.095344,100.537800,116,16,16,144,0,0,0x76d18cf8
1,31,20120002,2024080615234896716,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234896716,0,5915,20,20,0,0,100,37.411824,127.095344,100.546024,117,17,16,144,0,0,0x196b0be8
1,31,20120002,2024080615234906727,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234906727,0,5915,20,20,0,0,100,37.411828,127.095352,100.555928,118,18,16,144,0,0,0x723412a3
1,31,20120002,2024080615234916740,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234916740,0,5915,20,20,0,0,100,37.411828,127.095352,100.565576,119,19,16,144,0,0,0xcb9669aa
1,31,20120002,2024080615234926754,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234926754,0,5915,20,20,0,0,100,37.411832,127.095360,100.575736,120,20,16,143,0,0,0x67185f0b
1,31,20120002,2024080615234936766,1,1,9,201,1,1.5,0x1,0x1,136,0,0,2024080615234936766,0,5915,20,20,0,0,100,37.411832,127.095360,100.580688,121,21,16,143,0,0,0x3755cbfe
