eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unTxDeviceIdL1,unTxDeviceIdL2,unTxDeviceIdL3,usTxSwVerL1,usTxSwVerL2,usTxSwVerL3,usTxHwVerL1,usTxHwVerL2,usTxHwVerL3,unRxTargetDeviceId,eChannel,sPower,eBandwidth,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32,ulRxTimeStampL1,ulRxTimeStampL2,ulRxTimeStampL3,ulLatencyL1(us),ulLatencyL2(us),ulLatencyL3(us),unRxDeviceIdL1,unRxDeviceIdL2,unRxDeviceIdL3,usRxSwVerL1,usRxSwVerL2,usRxSwVerL3,usRxHwVerL1,usRxHwVerL2,usRxHwVerL3,unRxVehicleSpeed,unTotalCommDevCnt,usRssi,eRsvLevel,usCommDistance,nRxLatitude,nRxLongitude,nRxAttitude,ucErrIndicator,ulTotalPacketCnt,ulTotalErrCnt,unPdr(percent),unPer(percent)
1,31,23040015,2024042417381454786,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593098011,2022042903201158931,2024042417381454786,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,1,1,60,0,0xb20954ba,2023091414593098862,2022042902522048945,2024042417381455883,851,-679109986,1097,-836521977,23120008,23120008,8448,204,1,45063,51336,1,60,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,1,0,100.000,0.000
1,31,23040015,2024042417381464804,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593108023,2022042903201168933,2024042417381464804,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,2,2,60,0,0xfc4b0cff,2023091414593108508,2022042902522058584,2024042417381465958,485,-679110349,1154,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,2,0,100.000,0.000
1,31,23040015,2024042417381474837,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593118046,2022042903201178962,2024042417381474837,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,3,3,60,0,0x4887fa39,2023091414593118560,2022042902522068638,2024042417381476028,514,-679110324,1191,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,3,0,100.000,0.000
1,31,23040015,2024042417381484849,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593128045,2022042903201188968,2024042417381484849,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,4,4,60,0,0x6d3e1c83,2023091414593128353,2022042902522078435,2024042417381486098,308,-679110533,1249,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,4,0,100.000,0.000
1,31,23040015,2024042417381494859,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593138075,2022042903201198980,2024042417381494859,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,5,5,60,0,0x417e3621,2023091414593139114,2022042902522089196,2024042417381496170,1039,-679109784,1311,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,5,0,100.000,0.000
1,31,23040015,2024042417381504868,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593148099,2022042903201208985,2024042417381504868,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,6,6,60,0,0xa4c42f2c,2023091414593148810,2022042902522098885,2024042417381506239,711,-679110100,1371,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,6,0,100.000,0.000
1,31,23040015,2024042417381514878,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593158122,2022042903201218989,2024042417381514878,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,7,7,60,0,0xd6c69706,2023091414593158408,2022042902522108485,2024042417381515302,286,-679110504,424,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,7,0,100.000,0.000
1,31,23040015,2024042417381524887,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593168056,2022042903201228993,2024042417381524887,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,8,8,60,0,0xdeb23154,2023091414593169111,2022042902522119190,2024042417381526378,1055,-679109803,1491,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,8,0,100.000,0.000
1,31,23040015,2024042417381534896,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593178083,2022042903201239020,2024042417381534896,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,9,9,60,0,0xc538be3b,2023091414593179157,2022042902522129237,2024042417381536448,1074,-679109783,1552,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,9,0,100.000,0.000
1,31,23040015,2024042417381544905,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593188095,2022042903201249023,2024042417381544905,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,10,10,60,0,0x755a7494,2023091414593189110,2022042902522139193,2024042417381546517,1015,-679109830,1612,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,10,0,100.000,0.000
1,31,23040015,2024042417381554915,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593198101,2022042903201259029,2024042417381554915,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,11,11,60,0,0x63641b20,2023091414593199013,2022042902522149092,2024042417381556590,912,-679109937,1675,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,11,0,100.000,0.000
1,31,23040015,2024042417381564924,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593208130,2022042903201269024,2024042417381564924,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,12,12,0,0,0x4e748f04,2023091414593208402,2022042902522158486,2024042417381565650,272,-679110538,726,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,12,0,100.000,0.000
1,31,23040015,2024042417381574934,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593218100,2022042903201279040,2024042417381574934,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,13,13,0,0,0x52249d82,2023091414593218304,2022042902522168383,2024042417381575720,204,-679110657,786,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,13,0,100.000,0.000
1,31,23040015,2024042417381584943,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593228113,2022042903201289049,2024042417381584943,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,14,14,0,0,0xbc7f4e67,2023091414593228553,2022042902522178637,2024042417381585790,440,-679110412,847,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,14,0,100.000,0.000
1,31,23040015,2024042417381594953,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593238119,2022042903201299056,2024042417381594953,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,15,15,0,0,0x696ccaa5,2023091414593238309,2022042902522188387,2024042417381595859,190,-679110669,906,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,15,0,100.000,0.000
1,31,23040015,2024042417381604963,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593248162,2022042903201309062,2024042417381604963,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,16,16,0,0,0x5cde53c6,2023091414593249210,2022042902522199287,2024042417381606936,1048,-679109775,1973,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,16,0,100.000,0.000
1,31,23040015,2024042417381614972,1,1,9,101,1,1.5,0x1,0x1,132,2023091414593258123,2022042903201319066,2024042417381614972,-836521982,23120002,23120002,8448,204,0,1,40,0,0,180,20,2,100,35.646577,128.401410,0.000000,17,17,0,0,0xe5f9226f,2023091414593258552,2022042902522208631,2024042417381615999,429,-679110435,1027,-836521977,23120008,23120008,8448,204,1,45063,51336,1,0,1,0,0,4294.967295,35.646622,128.401450,0.000000,0,17,0,100.000,0.000
