eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32
1,31,23120002,2024052415215865057,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215865057,0,5915,20,20,0,0,100,37.403480,127.160112,128.317472,1,1,60,0,0x59a261de
1,31,23120002,2024052415215875149,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215875149,0,5915,20,20,0,0,100,37.403480,127.160112,128.313064,2,2,60,0,0xa8d7813a
1,31,23120002,2024052415215885263,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215885263,0,5915,20,20,0,0,100,37.403480,127.160112,128.311984,3,3,60,0,0xccdfdee6
1,31,23120002,2024052415215895469,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215895469,0,5915,20,20,0,0,100,37.403480,127.160112,128.314056,4,4,60,0,0x910b2dfb
1,31,23120002,2024052415215905593,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215905593,0,5915,20,20,0,0,100,37.403480,127.160112,128.311280,5,5,60,0,0x4568f98
1,31,23120002,2024052415215915715,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215915715,0,5915,20,20,0,0,100,37.403480,127.160112,128.319704,6,6,60,0,0xcdf50cf2
1,31,23120002,2024052415215925834,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215925834,0,5915,20,20,0,0,100,37.403480,127.160112,128.323840,7,7,60,0,0xcef44085
1,31,23120002,2024052415215935956,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215935956,0,5915,20,20,0,0,100,37.403480,127.160112,128.319744,8,8,60,0,0xaab5d3fd
1,31,23120002,2024052415215946084,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215946084,0,5915,20,20,0,0,100,37.403480,127.160112,128.311840,9,9,60,0,0x1e32b635
1,31,23120002,2024052415215956204,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215956204,0,5915,20,20,0,0,100,37.403480,127.160112,128.311584,10,10,60,0,0xe290bb50
1,31,23120002,2024052415215966325,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215966325,0,5915,20,20,0,0,100,37.403480,127.160112,128.313904,11,11,60,0,0x6f383c77
1,31,23120002,2024052415215976445,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215976445,0,5915,20,20,0,0,100,37.403480,127.160112,128.310504,12,12,0,0,0x2fa91d40
1,31,23120002,2024052415215986484,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215986484,0,5915,20,20,0,0,100,37.403480,127.160112,128.312712,13,13,0,0,0x126d552b
1,31,23120002,2024052415215996604,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415215996604,0,5915,20,20,0,0,100,37.403480,127.160112,128.315824,14,14,0,0,0x9d98b4f9
1,31,23120002,2024052415220006715,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220006715,0,5915,20,20,0,0,100,37.403480,127.160112,128.310528,15,15,0,0,0x427d945d
1,31,23120002,2024052415220016824,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220016824,0,5915,20,20,0,0,100,37.403480,127.160112,128.306232,16,16,0,0,0x6a117a56
1,31,23120002,2024052415220026930,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220026930,0,5915,20,20,0,0,100,37.403480,127.160112,128.313016,17,17,0,0,0x3b73e9d6
1,31,23120002,2024052415220037036,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220037036,0,5915,20,20,0,0,100,37.403480,127.160112,128.318424,18,18,0,0,0xb86ea5f9
1,31,23120002,2024052415220047146,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220047146,0,5915,20,20,0,0,100,37.403480,127.160112,128.314360,19,19,0,0,0xf35993b0
1,31,23120002,2024052415220057255,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220057255,0,5915,20,20,0,0,100,37.403480,127.160112,128.314896,20,20,0,0,0x4af546
1,31,23120002,2024052415220067365,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220067365,0,5915,20,20,0,0,100,37.403480,127.160112,128.320568,21,21,0,0,0xb83a8383
1,31,23120002,2024052415220077475,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220077475,0,5915,20,20,0,0,100,37.403480,127.160112,128.327424,22,22,0,0,0xe213e3ce
1,31,23120002,2024052415220087537,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220087537,0,5915,20,20,0,0,100,37.403480,127.160112,128.332504,23,23,0,0,0x70322e78
1,31,23120002,2024052415220097646,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220097646,0,5915,20,20,0,0,100,37.403480,127.160112,128.339904,24,24,0,0,0x8d0c3002
1,31,23120002,2024052415220107750,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220107750,0,5915,20,20,0,0,100,37.403480,127.160112,128.346448,25,25,0,0,0xcf92c150
1,31,23120002,2024052415220117851,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220117851,0,5915,20,20,0,0,100,37.403480,127.160112,128.351912,26,26,0,0,0x69ee581e
1,31,23120002,2024052415220127951,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220127951,0,5915,20,20,0,0,100,37.403480,127.160112,128.365144,27,27,0,0,0x7a2ebadd
1,31,23120002,2024052415220137981,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220137981,0,5915,20,20,0,0,100,37.403480,127.160112,128.378312,28,28,0,0,0xa0a1dff8
1,31,23120002,2024052415220148000,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220148000,0,5915,20,20,0,0,100,37.403480,127.160112,128.390032,29,29,0,0,0x330fe1c6
1,31,23120002,2024052415220158036,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220158036,0,5915,20,20,0,0,100,37.403480,127.160112,128.391432,30,30,0,0,0xe464664f
1,31,23120002,2024052415220168109,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220168109,0,5915,20,20,0,0,100,37.403480,127.160112,128.398984,31,31,0,0,0x1df79694
1,31,23120002,2024052415220178136,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220178136,0,5915,20,20,0,0,100,37.403480,127.160112,128.407336,32,32,0,359,0xe24c7785
1,31,23120002,2024052415220188169,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220188169,0,5915,20,20,0,0,100,37.403480,127.160112,128.412952,33,33,0,359,0x9f346f0
1,31,23120002,2024052415220198234,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220198234,0,5915,20,20,0,0,100,37.403480,127.160112,128.418184,34,34,0,0,0x82170648
1,31,23120002,2024052415220208265,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220208265,0,5915,20,20,0,0,100,37.403480,127.160112,128.416888,35,35,0,0,0xe0812ec8
1,31,23120002,2024052415220218332,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220218332,0,5915,20,20,0,0,100,37.403480,127.160112,128.415744,36,36,0,359,0x4401f28b
1,31,23120002,2024052415220228350,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220228350,0,5915,20,20,0,0,100,37.403480,127.160112,128.419496,37,37,0,359,0x6c7eb590
1,31,23120002,2024052415220238408,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220238408,0,5915,20,20,0,0,100,37.403480,127.160112,128.419384,38,38,0,359,0xadfe5444
1,31,23120002,2024052415220248422,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220248422,0,5915,20,20,0,0,100,37.403480,127.160112,128.426040,39,39,0,359,0x1640ab90
1,31,23120002,2024052415220258437,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220258437,0,5915,20,20,0,0,100,37.403480,127.160112,128.431576,40,40,0,359,0xba433f90
1,31,23120002,2024052415220268449,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052415220268449,0,5915,20,20,0,0,100,37.403480,127.160112,128.432280,41,41,0,0,0xaff6581d
