eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unTxDeviceIdL1,unTxDeviceIdL2,unTxDeviceIdL3,usTxSwVerL1,usTxSwVerL2,usTxSwVerL3,usTxHwVerL1,usTxHwVerL2,usTxHwVerL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32,ulRxTimeStampL1,ulRxTimeStampL2,ulRxTimeStampL3,ulLatencyL1(us),ulLatencyL2(us),ulLatencyL3(us),unRxDeviceIdL1,unRxDeviceIdL2,unRxDeviceIdL3,usRxSwVerL1,usRxSwVerL2,usRxSwVerL3,usRxHwVerL1,usRxHwVerL2,usRxHwVerL3,unRxVehicleSpeed,unRxVehicleHeading,unTotalCommDevCnt,nRssi,ucRcpi,eRsvLevel,usCommDistance,nRxLatitude,nRxLongitude,nRxAttitude,ucErrIndicator,ulTotalPacketCnt,ulTotalErrCnt,unPdr(percent),unPer(percent)
1,31,23120008,2024052415215879219,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215876148,2022042907453413040,2024052415215879219,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.303104,3124,24,60,208,0x902ea85e,2024052415215877204,2022042902491318694,2024052415215871390,1056,-4962094346,-7829,-836521982,23120002,23120002,8448,204,1,45058,51330,1,60,0,1,0,0,0,8.285224,37.403480,127.160112,128.303104,0,3124,0,100.000,0.000
1,31,23120008,2024052415215889237,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215886161,2022042907453423041,2024052415215889237,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.311600,3125,25,0,208,0xa9b205a7,2024052415215887158,2022042902491328646,2024052415215881543,997,-4962094395,-7694,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.311600,0,3125,0,100.000,0.000
1,31,23120008,2024052415215899254,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215896151,2022042907453433058,2024052415215899254,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.307248,3126,26,0,208,0x604b0f89,2024052415215896606,2022042902491338098,2024052415215890691,455,-4962094960,-8563,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.307248,0,3126,0,100.000,0.000
1,31,23120008,2024052415215909270,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215906164,2022042907453443076,2024052415215909270,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.312928,3127,27,0,208,0xd48e85fc,2024052415215906702,2022042902491348193,2024052415215900855,538,-4962094883,-8415,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.312928,0,3127,0,100.000,0.000
1,31,23120008,2024052415215919284,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215916186,2022042907453453105,2024052415215919284,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.318392,3128,28,0,208,0x42acb499,2024052415215917121,2022042902491358612,2024052415215912014,935,-4962094493,-7270,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.318392,0,3128,0,100.000,0.000
1,31,23120008,2024052415215929296,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215926184,2022042907453463099,2024052415215929296,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.323808,3129,29,0,208,0xc923a234,2024052415215926663,2022042902491368156,2024052415215921143,479,-4962094943,-8153,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.323808,0,3129,0,100.000,0.000
1,31,23120008,2024052415215939309,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215936217,2022042907453473110,2024052415215939309,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.319888,3130,30,0,208,0x8dd7ad6e,2024052415215936704,2022042902491378193,2024052415215931289,487,-4962094917,-8020,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.319888,0,3130,0,100.000,0.000
1,31,23120008,2024052415215949324,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215946227,2022042907453483130,2024052415215949324,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.315504,3131,31,0,208,0x5364ba7b,2024052415215947308,2022042902491388799,2024052415215942451,1081,-4962094331,-6873,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.315504,0,3131,0,100.000,0.000
1,31,23120008,2024052415215959340,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215956257,2022042907453493141,2024052415215959340,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.306656,3132,32,0,208,0xc14208c2,2024052415215956459,2022042902491397949,2024052415215951585,202,-4962095192,-7755,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.306656,0,3132,0,100.000,0.000
1,31,23120008,2024052415215969354,1,1,9,101,1,1.5,0x1,0x1,128,2024052415215966278,2022042907453503154,2024052415215969354,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.403480,127.160112,128.315888,3133,33,0,208,0xcb7d90d5,2024052415215967353,2022042902491408843,2024052415215962746,1075,-4962094311,-6608,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,0,1,0,0,0,8.285224,37.403480,127.160112,128.315888,0,3133,0,100.000,0.000
