eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unTxDeviceIdL1,unTxDeviceIdL2,unTxDeviceIdL3,usTxSwVerL1,usTxSwVerL2,usTxSwVerL3,usTxHwVerL1,usTxHwVerL2,usTxHwVerL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32,ulRxTimeStampL1,ulRxTimeStampL2,ulRxTimeStampL3,ulLatencyL1(us),ulLatencyL2(us),ulLatencyL3(us),unRxDeviceIdL1,unRxDeviceIdL2,unRxDeviceIdL3,usRxSwVerL1,usRxSwVerL2,usRxSwVerL3,usRxHwVerL1,usRxHwVerL2,usRxHwVerL3,unRxVehicleSpeed,unRxVehicleHeading,unTotalCommDevCnt,nRssi,ucRcpi,eRsvLevel,usCommDistance,nRxLatitude,nRxLongitude,nRxAttitude,ucErrIndicator,ulTotalPacketCnt,ulTotalErrCnt,unPdr(percent),unPer(percent)
1,31,23120008,2024052913385149005,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385149636,2022042903043145251,2024052913385149005,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118256,74.542616,11501,1,60,144,0xb7d09815,2024052913385150727,2022042902442445451,2024052913385153261,1091,-600699800,4256,-836521982,23120002,23120002,8448,204,1,45058,51330,1,60,89,1,0,0,0,10.726905,37.354500,127.118328,70.803232,0,11501,0,100.000,0.000
1,31,23120008,2024052913385159023,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385159559,2022042903043155272,2024052913385159023,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.548216,11502,2,5,144,0x5ce50716,2024052913385160407,2022042902442455132,2024052913385162329,848,-600700140,3306,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.808480,0,11502,0,100.000,0.000
1,31,23120008,2024052913385169039,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385169679,2022042903043165287,2024052913385169039,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.533064,11503,3,5,144,0x42eec82e,2024052913385170661,2022042902442465382,2024052913385173413,982,-600699905,4374,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.802952,0,11503,0,100.000,0.000
1,31,23120008,2024052913385179052,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385179592,2022042903043175301,2024052913385179052,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.541344,11504,4,5,144,0x9bd642fe,2024052913385180256,2022042902442474980,2024052913385182481,664,-600700321,3429,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.807920,0,11504,0,100.000,0.000
1,31,23120008,2024052913385189067,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385189606,2022042903043185318,2024052913385189067,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.548480,11505,5,5,144,0x926e4a60,2024052913385190017,2022042902442484739,2024052913385192554,411,-600700579,3487,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.793328,0,11505,0,100.000,0.000
1,31,23120008,2024052913385199083,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385199657,2022042903043195335,2024052913385199083,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.536048,11506,6,5,144,0x8184cedb,2024052913385200557,2022042902442495281,2024052913385202631,900,-600700054,3548,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.796656,0,11506,0,100.000,0.000
1,31,23120008,2024052913385209099,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385209718,2022042903043205351,2024052913385209099,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.542688,11507,7,5,144,0xa575eb83,2024052913385210060,2022042902442504785,2024052913385212706,342,-600700566,3607,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.785208,0,11507,0,100.000,0.000
1,31,23120008,2024052913385219116,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385219752,2022042903043215366,2024052913385219116,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.533352,11508,8,5,144,0xe6dcb38b,2024052913385220257,2022042902442514987,2024052913385222780,505,-600700379,3664,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.782984,0,11508,0,100.000,0.000
1,31,23120008,2024052913385229132,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385229701,2022042903043225385,2024052913385229132,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.543984,11509,9,5,144,0xce60deb2,2024052913385230510,2022042902442525234,2024052913385232851,809,-600700151,3719,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.786000,0,11509,0,100.000,0.000
1,31,23120008,2024052913385239148,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385239705,2022042903043235398,2024052913385239148,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.550936,11510,10,5,144,0x443a669f,2024052913385240406,2022042902442535128,2024052913385242926,701,-600700270,3778,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.793064,0,11510,0,100.000,0.000
1,31,23120008,2024052913385249162,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385249687,2022042903043245415,2024052913385249162,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.544568,11511,11,5,144,0xd0dd223f,2024052913385250127,2022042902442544849,2024052913385251992,440,-600700566,2830,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.797936,0,11511,0,100.000,0.000
1,31,23120008,2024052913385259175,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385259749,2022042903043255429,2024052913385259175,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.553352,11512,12,2,144,0x415be50,2024052913385260063,2022042902442554787,2024052913385262064,314,-600700642,2889,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.796400,0,11512,0,100.000,0.000
1,31,23120008,2024052913385269188,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385269773,2022042903043265444,2024052913385269188,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.542424,11513,13,2,144,0xb433d204,2024052913385270416,2022042902442565146,2024052913385273143,643,-600700298,3955,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.796664,0,11513,0,100.000,0.000
1,31,23120008,2024052913385279204,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385279800,2022042903043275466,2024052913385279204,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.548992,11514,14,2,144,0xbb141000,2024052913385280707,2022042902442575434,2024052913385283219,907,-600700032,4015,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.803592,0,11514,0,100.000,0.000
1,31,23120008,2024052913385289216,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385289757,2022042903043285469,2024052913385289216,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.554664,11515,15,2,144,0xf4e3b764,2024052913385290661,2022042902442585389,2024052913385293298,904,-600700080,4082,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.803688,0,11515,0,100.000,0.000
1,31,23120008,2024052913385299229,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385299774,2022042903043295487,2024052913385299229,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.546560,11516,16,2,144,0x1dc6d05e,2024052913385300756,2022042902442595483,2024052913385303376,982,-600700004,4147,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.802872,0,11516,0,100.000,0.000
1,31,23120008,2024052913385309242,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385309790,2022042903043305505,2024052913385309242,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.552856,11517,17,2,144,0x23648a1c,2024052913385310309,2022042902442605032,2024052913385312445,519,-600700473,3203,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.802936,0,11517,0,100.000,0.000
1,31,23120008,2024052913385319256,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385319812,2022042903043315510,2024052913385319256,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.539448,11518,18,2,144,0xcb5a6109,2024052913385320859,2022042902442615582,2024052913385323531,1047,-600699928,4275,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.804088,0,11518,0,100.000,0.000
1,31,23120008,2024052913385329269,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385329828,2022042903043325526,2024052913385329269,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.550168,11519,19,2,144,0x4ffa712,2024052913385330462,2022042902442625186,2024052913385332596,634,-600700340,3327,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.804696,0,11519,0,100.000,0.000
1,31,23120008,2024052913385339284,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385339836,2022042903043335541,2024052913385339284,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.554664,11520,20,2,144,0xcae9ef4c,2024052913385340208,2022042902442634934,2024052913385342671,372,-600700607,3387,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.801600,0,11520,0,100.000,0.000
1,31,23120008,2024052913385349300,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385349840,2022042903043345557,2024052913385349300,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.546568,11521,21,2,144,0xfa391030,2024052913385350077,2022042902442644802,2024052913385352773,237,-600700755,3473,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.800840,0,11521,0,100.000,0.000
1,31,23120008,2024052913385359317,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385359870,2022042903043355574,2024052913385359317,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.552488,11522,22,2,144,0x310703c6,2024052913385360762,2022042902442655487,2024052913385362852,892,-600700087,3535,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.799624,0,11522,0,100.000,0.000
1,31,23120008,2024052913385369334,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385369984,2022042903043365589,2024052913385369334,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.539200,11523,23,2,144,0x9cce2056,2024052913385370562,2022042902442665289,2024052913385372929,578,-600700300,3595,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.798552,0,11523,0,100.000,0.000
1,31,23120008,2024052913385379351,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385379984,2022042903043375605,2024052913385379351,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.546440,11524,24,2,144,0xd5ff4fb3,2024052913385380862,2022042902442675590,2024052913385383006,878,-600700015,3655,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.799080,0,11524,0,100.000,0.000
1,31,23120008,2024052913385389367,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385389956,2022042903043385626,2024052913385389367,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.553032,11525,25,2,144,0x45256d66,2024052913385390167,2022042902442684892,2024052913385392081,211,-600700734,2714,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.797392,0,11525,0,100.000,0.000
1,31,23120008,2024052913385399383,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385399926,2022042903043395640,2024052913385399383,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.545608,11526,26,2,144,0x63d8bc3c,2024052913385400554,2022042902442695278,2024052913385403204,628,-600700362,3821,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.793832,0,11526,0,100.000,0.000
1,31,23120008,2024052913385409396,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385409984,2022042903043405650,2024052913385409396,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.552584,11527,27,2,144,0xe317d654,2024052913385410410,2022042902442705133,2024052913385412297,426,-600700517,2901,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.797448,0,11527,0,100.000,0.000
1,31,23120008,2024052913385419409,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385419996,2022042903043415666,2024052913385419409,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.544000,11528,28,2,144,0xcf1131d7,2024052913385420557,2022042902442715282,2024052913385422367,561,-600700384,2958,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.799064,0,11528,0,100.000,0.000
1,31,23120008,2024052913385429423,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385429991,2022042903043425682,2024052913385429423,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.551776,11529,29,2,144,0x25c9b661,2024052913385430366,2022042902442725092,2024052913385432445,375,-600700590,3022,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.801256,0,11529,0,100.000,0.000
1,31,23120008,2024052913385439439,1,1,9,101,1,1.5,0x1,0x1,128,2024052913385439992,2022042903043435695,2024052913385439439,-836521977,23120008,23120008,8448,204,0,1,40,0,0,5915,20,20,30,72,100,37.354420,127.118264,74.556904,11530,30,2,144,0x9c8793cd,2024052913385441007,2022042902442735735,2024052913385443525,1015,-600699960,4086,-836521982,23120002,23120002,8448,204,1,45058,51330,1,0,89,1,0,0,0,10.343770,37.354500,127.118328,70.804144,0,11530,0,100.000,0.000
