eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32
1,31,23120002,2024052414012555810,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012555810,0,5915,20,20,0,0,100,37.403456,127.160112,123.944576,1,1,60,0,0x4ab907e5
1,31,23120002,2024052414012565833,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012565833,0,5915,20,20,0,0,100,37.403456,127.160112,123.983912,2,2,60,0,0xbabda471
1,31,23120002,2024052414012575847,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012575847,0,5915,20,20,0,0,100,37.403456,127.160112,124.005320,3,3,60,0,0xf10be361
1,31,23120002,2024052414012585860,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012585860,0,5915,20,20,0,0,100,37.403456,127.160112,124.057896,4,4,60,0,0x664b202a
1,31,23120002,2024052414012595874,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012595874,0,5915,20,20,0,0,100,37.403456,127.160112,124.050160,5,5,60,0,0x66817580
1,31,23120002,2024052414012605887,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012605887,0,5915,20,20,0,0,100,37.403456,127.160112,124.053552,6,6,60,0,0x4026813a
1,31,23120002,2024052414012615900,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012615900,0,5915,20,20,0,0,100,37.403456,127.160112,124.076784,7,7,60,0,0x170181c9
1,31,23120002,2024052414012625912,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012625912,0,5915,20,20,0,0,100,37.403456,127.160112,124.081912,8,8,60,0,0xaa878849
1,31,23120002,2024052414012635925,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012635925,0,5915,20,20,0,0,100,37.403456,127.160112,124.084704,9,9,60,0,0xae706857
1,31,23120002,2024052414012645938,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012645938,0,5915,20,20,0,0,100,37.403456,127.160112,124.087904,10,10,60,0,0xf2650dea
1,31,23120002,2024052414012655968,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052414012655968,0,5915,20,20,0,0,100,37.403456,127.160112,124.086216,11,11,60,0,0x45bf31d6
