eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,usTxFreq,ucTxPwr,ucTxBw,ucScs,ucMcs,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32
1,31,23120002,2024052913385147736,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385147736,0,5915,20,20,0,0,100,37.354500,127.118328,70.795536,1,1,60,0,0xda94c113
1,31,23120002,2024052913385157762,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385157762,0,5915,20,20,0,0,100,37.354500,127.118328,70.803224,2,2,60,90,0x8d2c1e4f
1,31,23120002,2024052913385167781,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385167781,0,5915,20,20,0,0,100,37.354500,127.118328,70.812904,3,3,60,89,0xc3018ea4
1,31,23120002,2024052913385177816,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385177816,0,5915,20,20,0,0,100,37.354500,127.118328,70.803912,4,4,60,89,0x24a3f0b0
1,31,23120002,2024052913385187849,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385187849,0,5915,20,20,0,0,100,37.354500,127.118328,70.792584,5,5,60,89,0xadfb0759
1,31,23120002,2024052913385197883,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385197883,0,5915,20,20,0,0,100,37.354500,127.118328,70.796648,6,6,60,89,0xdb14942c
1,31,23120002,2024052913385207924,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385207924,0,5915,20,20,0,0,100,37.354500,127.118328,70.787056,7,7,60,89,0x5378f622
1,31,23120002,2024052913385217957,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385217957,0,5915,20,20,0,0,100,37.354500,127.118328,70.778280,8,8,60,89,0x4d9881ec
1,31,23120002,2024052913385227998,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385227998,0,5915,20,20,0,0,100,37.354500,127.118328,70.787216,9,9,60,89,0xfa4d91c7
1,31,23120002,2024052913385238030,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385238030,0,5915,20,20,0,0,100,37.354500,127.118328,70.792584,10,10,60,89,0x2e42d562
1,31,23120002,2024052913385248046,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385248046,0,5915,20,20,0,0,100,37.354500,127.118328,70.794168,11,11,60,89,0xeb45d4a9
1,31,23120002,2024052913385258078,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385258078,0,5915,20,20,0,0,100,37.354500,127.118328,70.797360,12,12,0,89,0xee43671c
1,31,23120002,2024052913385268111,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385268111,0,5915,20,20,0,0,100,37.354500,127.118328,70.794384,13,13,0,89,0x8927fd3f
1,31,23120002,2024052913385278143,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385278143,0,5915,20,20,0,0,100,37.354500,127.118328,70.798448,14,14,0,89,0xe9e50cbd
1,31,23120002,2024052913385288174,1,1,9,101,1,1.5,0x1,0x1,128,0,0,2024052913385288174,0,5915,20,20,0,0,100,37.354500,127.118328,70.806120,15,15,0,89,0x1ade03b
