eDeviceType,eTeleCommType,unDeviceId,ulTimeStamp,eServiceId,eActionType,eRegionId,ePayloadType,eCommId,usDbVer,usHwVer,usSwVer,ulPayloadLength,ulTxTimeStampL1,ulTxTimeStampL2,ulTxTimeStampL3,unRxTargetDeviceId,eChannel,sPower,eBandwidth,usTxRatio,nTxLatitude,nTxLongitude,nTxAttitude,unSeqNum,unContCnt,unTxVehicleSpeed,unTxVehicleHeading,unTotalPacketCrc32
1,31,23040015,2024042417360180819,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360180819,0,180,20,2,100,0.000000,0.000000,0.000000,90,90,0,0,0x4568e3fe
1,31,23040015,2024042417360190834,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360190834,0,180,20,2,100,0.000000,0.000000,0.000000,91,91,0,0,0xa524fb04
1,31,23040015,2024042417360200867,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360200867,0,180,20,2,100,0.000000,0.000000,0.000000,92,92,0,0,0xe7e8c496
1,31,23040015,2024042417360210899,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360210899,0,180,20,2,100,0.000000,0.000000,0.000000,93,93,0,0,0x5440401c
1,31,23040015,2024042417360220914,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360220914,0,180,20,2,100,0.000000,0.000000,0.000000,94,94,0,0,0x272de458
1,31,23040015,2024042417360230973,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360230973,0,180,20,2,100,0.000000,0.000000,0.000000,95,95,0,0,0x5a4e4f30
1,31,23040015,2024042417360241019,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360241019,0,180,20,2,100,0.000000,0.000000,0.000000,96,96,0,0,0xedc6df3b
1,31,23040015,2024042417360251056,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360251056,0,180,20,2,100,0.000000,0.000000,0.000000,97,97,0,0,0x6f3c0c17
1,31,23040015,2024042417360261069,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360261069,0,180,20,2,100,0.000000,0.000000,0.000000,98,98,0,0,0x644aaab4
1,31,23040015,2024042417360271105,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360271105,0,180,20,2,100,0.000000,0.000000,0.000000,99,99,0,0,0xf3c897b2
1,31,23040015,2024042417360281138,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360281138,0,180,20,2,100,0.000000,0.000000,0.000000,100,100,0,0,0xefda2515
1,31,23040015,2024042417360291171,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360291171,0,180,20,2,100,0.000000,0.000000,0.000000,101,1,0,0,0xb3a0faed
1,31,23040015,2024042417360301203,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360301203,0,180,20,2,100,0.000000,0.000000,0.000000,102,2,0,0,0xe7f9479d
1,31,23040015,2024042417360311236,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360311236,0,180,20,2,100,0.000000,0.000000,0.000000,103,3,0,0,0x11ba7414
1,31,23040015,2024042417360321268,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360321268,0,180,20,2,100,0.000000,0.000000,0.000000,104,4,0,0,0xd352895d
1,31,23040015,2024042417360331301,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360331301,0,180,20,2,100,0.000000,0.000000,0.000000,105,5,0,0,0x95a15c1d
1,31,23040015,2024042417360341334,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360341334,0,180,20,2,100,0.000000,0.000000,0.000000,106,6,0,0,0xe0168722
1,31,23040015,2024042417360351367,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360351367,0,180,20,2,100,0.000000,0.000000,0.000000,107,7,0,0,0x2b68d917
1,31,23040015,2024042417360361399,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360361399,0,180,20,2,100,0.000000,0.000000,0.000000,108,8,0,0,0xed1d0613
1,31,23040015,2024042417360371434,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360371434,0,180,20,2,100,0.000000,0.000000,0.000000,109,9,0,0,0xf4b49c8d
1,31,23040015,2024042417360381467,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360381467,0,180,20,2,100,0.000000,0.000000,0.000000,110,10,0,0,0x2be3d1b7
1,31,23040015,2024042417360391510,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360391510,0,180,20,2,100,0.000000,0.000000,0.000000,111,11,0,0,0xe1029107
1,31,23040015,2024042417360401543,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360401543,0,180,20,2,100,0.000000,0.000000,0.000000,112,12,0,0,0x3e4a2e7
1,31,23040015,2024042417360411576,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360411576,0,180,20,2,100,0.000000,0.000000,0.000000,113,13,0,0,0x25f1bec2
1,31,23040015,2024042417360421608,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360421608,0,180,20,2,100,0.000000,0.000000,0.000000,114,14,0,0,0x3d849e77
1,31,23040015,2024042417360431640,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360431640,0,180,20,2,100,0.000000,0.000000,0.000000,115,15,0,0,0xbad5be2d
1,31,23040015,2024042417360441672,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360441672,0,180,20,2,100,0.000000,0.000000,0.000000,116,16,0,0,0x8af7cf6a
1,31,23040015,2024042417360451705,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360451705,0,180,20,2,100,0.000000,0.000000,0.000000,117,17,0,0,0x29373943
1,31,23040015,2024042417360461738,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360461738,0,180,20,2,100,0.000000,0.000000,0.000000,118,18,0,0,0x2ce2edce
1,31,23040015,2024042417360471770,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360471770,0,180,20,2,100,0.000000,0.000000,0.000000,119,19,0,0,0x58d2511f
1,31,23040015,2024042417360481802,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360481802,0,180,20,2,100,0.000000,0.000000,0.000000,120,20,0,0,0x18fa6e33
1,31,23040015,2024042417360491835,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360491835,0,180,20,2,100,0.000000,0.000000,0.000000,121,21,0,0,0xd344aba5
1,31,23040015,2024042417360501867,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360501867,0,180,20,2,100,0.000000,0.000000,0.000000,122,22,0,0,0xacc26a1c
1,31,23040015,2024042417360511902,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360511902,0,180,20,2,100,0.000000,0.000000,0.000000,123,23,0,0,0x52db0a15
1,31,23040015,2024042417360521935,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360521935,0,180,20,2,100,0.000000,0.000000,0.000000,124,24,0,0,0xc235a67c
1,31,23040015,2024042417360531967,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360531967,0,180,20,2,100,0.000000,0.000000,0.000000,125,25,0,0,0x37d80f3c
1,31,23040015,2024042417360542000,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360542000,0,180,20,2,100,0.000000,0.000000,0.000000,126,26,0,0,0x34c515c8
1,31,23040015,2024042417360552033,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360552033,0,180,20,2,100,0.000000,0.000000,0.000000,127,27,0,0,0xe9bcd6aa
1,31,23040015,2024042417360562065,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360562065,0,180,20,2,100,0.000000,0.000000,0.000000,128,28,0,0,0x7b1c2281
1,31,23040015,2024042417360572098,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360572098,0,180,20,2,100,0.000000,0.000000,0.000000,129,29,0,0,0x2df4edbe
1,31,23040015,2024042417360582130,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360582130,0,180,20,2,100,0.000000,0.000000,0.000000,130,30,0,0,0xb382ff02
1,31,23040015,2024042417360592162,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360592162,0,180,20,2,100,0.000000,0.000000,0.000000,131,31,0,0,0xacd1a798
1,31,23040015,2024042417360602195,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360602195,0,180,20,2,100,0.000000,0.000000,0.000000,132,32,0,0,0xc74b63ae
1,31,23040015,2024042417360612228,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360612228,0,180,20,2,100,0.000000,0.000000,0.000000,133,33,0,0,0x2ac1773a
1,31,23040015,2024042417360622260,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360622260,0,180,20,2,100,0.000000,0.000000,0.000000,134,34,0,0,0x8e241a96
1,31,23040015,2024042417360632293,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360632293,0,180,20,2,100,0.000000,0.000000,0.000000,135,35,0,0,0x9ef97315
1,31,23040015,2024042417360642326,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360642326,0,180,20,2,100,0.000000,0.000000,0.000000,136,36,0,0,0x63d5608f
1,31,23040015,2024042417360652358,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360652358,0,180,20,2,100,0.000000,0.000000,0.000000,137,37,0,0,0xe70c2e37
1,31,23040015,2024042417360662391,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360662391,0,180,20,2,100,0.000000,0.000000,0.000000,138,38,0,0,0xce119ce3
1,31,23040015,2024042417360672422,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360672422,0,180,20,2,100,0.000000,0.000000,0.000000,139,39,0,0,0x804efc4b
1,31,23040015,2024042417360682454,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360682454,0,180,20,2,100,0.000000,0.000000,0.000000,140,40,0,0,0x8c623b24
1,31,23040015,2024042417360692486,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360692486,0,180,20,2,100,0.000000,0.000000,0.000000,141,41,0,0,0x6406b64f
1,31,23040015,2024042417360702519,1,1,9,101,1,1.5,0x1,0x1,132,0,0,2024042417360702519,0,180,20,2,100,0.000000,0.000000,0.000000,142,42,0,0,0xc660a0dc
